location_name,cgd_rate,cgd_rate_lower,cgd_rate_upper,cgd_deaths,all_deaths,pmr
Sweden,17.11044033781144,12.294797459147619,29.51587122280011,96.44831899152426,271.49485791008516,35.52491554866444
Bosnia and Herzegovina,16.858999267125984,11.537893554138034,24.48551703883541,23.77569096603541,139.42994208850092,17.052069741909648
Cyprus,16.777664134903247,8.950739120499225,28.152040990168572,12.793504474872327,55.220366197226035,23.168090608415778
Montenegro,16.618043095232085,10.769302886417664,24.07281619674255,6.118145344613931,33.18998451088279,18.43370955056586
Monaco,16.56500628710132,8.56817952627294,29.4729774453606,0.2663323454213203,1.1691777073361882,22.77945805416716
China,16.146857591095504,11.245712924201246,22.541247992654917,10037.494447976474,48894.516930574384,20.528875379275703
Singapore,16.113435356693344,11.311456837839733,28.85352053540719,40.56405637695552,88.91179538389738,45.62280651494074
Belgium,14.787070909404173,10.816560298846737,24.40534359792001,86.70863239064255,301.13422996887914,28.7940140181352
Slovenia,14.042624160163802,10.040020682775848,24.662907754926213,13.398331681451426,41.52208141372864,32.267967368855146
Estonia,13.04720456885185,8.373516963769577,25.73805875189859,8.843188172291544,33.061004373184225,26.748092926856913
Luxembourg,12.689906101994906,8.663896878520818,25.876583677793956,4.308815899637484,18.63022795774538,23.12809005563523
Czechia,11.421401486593194,7.452066010221973,23.974372677366375,64.24342658877164,267.36172122926274,24.028655371231277
Republic of Korea,9.700617258433098,6.319998357679979,13.973771475878976,132.09235675264145,653.2566227641371,20.220592053658265
