location_name,sdi_value,sdi_group,high_quality_vr,total_rate,total_deaths,frontier_main,gap_main,avoid_main,frontier_hq,gap_hq,avoid_hq
Paraguay,0.674088962,Middle,FALSE,95.1810927496406,516.395261775375,25.641209471061675,69.53988327857893,377.2815082500341,39.512898972405814,55.668193777234784,302.0220788363034
Poland,0.847008286,High,TRUE,29.539721111989493,522.8022147372981,13.421720694033986,16.118000417955507,285.2608622707579,13.43074774469701,16.108973367292485,285.101099012964
Ukraine,0.764530545,High-middle,TRUE,45.912510287965425,580.1278374797008,18.178798493304193,27.733711794661232,350.4295048955178,24.928228918439576,20.98428136952585,265.14703063751966
Japan,0.875884075,High,TRUE,18.819376706529834,777.6431540418484,12.099290099772725,6.720086606757109,277.68344434594127,12.578953313727284,6.240423392802549,257.863084703103
Tajikistan,0.551182019,Low-middle,FALSE,61.91526155252149,835.3209368766647,39.27505820018159,22.640203352339903,305.44708043124774,43.07952213974383,18.835739412777663,254.11969680043117
Congo,0.57784943,Low-middle,FALSE,75.86333608423614,584.166802439305,36.074788482723285,39.78854760151285,306.3818416879455,43.25546800201075,32.60786808222539,251.08880013931272
Canada,0.887304675,High,TRUE,26.095728990407068,484.1608260205601,11.615647662338105,14.480081328068962,268.6527032534682,12.59569840808222,13.500030582324849,250.46956766158783
France,0.86109871,High,TRUE,19.23308027119615,695.9598481350195,12.757788496623487,6.475291774572664,234.31208191912043,12.830526395567283,6.402553875628868,231.68002005545748
Kyrgyzstan,0.625153433,Middle,TRUE,71.52797609396154,566.5449465414605,30.69247910509731,40.835496988864236,323.4418995465349,42.69009943106682,28.837876662894722,228.4134709877271
Guinea-Bissau,0.373341963,Low,FALSE,102.36112323326023,341.59049780076055,63.38588724766355,38.97523598559668,130.06471443150505,41.679921640564,60.68120159269623,202.49994533532254
Panama,0.71530692,High-middle,TRUE,89.12690891818879,308.6278998512873,21.922525517174083,67.20438340101471,232.71476551368517,34.09578259138984,55.03112632679895,190.56131476837032
Sri Lanka,0.730697976,High-middle,FALSE,43.40574919382158,617.1547293401508,20.670114049831415,22.735635143990162,323.26143458578787,31.470431959476834,11.935317234344744,169.69958160287538
Nicaragua,0.535691817,Low-middle,FALSE,67.50306225262216,427.9999347091326,41.185649113966704,26.317413138655454,166.86429813960416,42.955768126584914,24.547294126037244,155.64094327915768
Lebanon,0.723671502,High-middle,FALSE,69.37883098147911,293.3360448744528,21.232590817296565,48.146240164182544,203.56393247829465,32.70413559118906,36.674695390290054,155.06185302595966
Gambia,0.432615004,Low,FALSE,84.49654701073463,306.8447632730557,54.8156962307318,29.680850780002828,107.78444745411707,42.14127379755558,42.35527321317905,153.81094544387028
Mauritania,0.518009346,Low-middle,FALSE,65.59472674202075,436.72516028558624,43.4116334216618,22.183093320358957,147.6935032303091,42.81493415989763,22.77979258212312,151.6662857035274
Palestine,0.6379798,Middle,FALSE,64.07445837682144,419.5528200666705,29.308905659658787,34.76555271716265,227.6411857886025,42.17000555205585,21.904452824765592,143.4280552260151
El Salvador,0.608140065,Middle,FALSE,74.10897881451552,325.71193577401937,32.58229297738504,41.526685837130486,182.5114506589595,43.10080293310707,31.008175881408455,136.28217731124101
Oman,0.781268794,High-middle,FALSE,51.965497894169964,225.44292649487818,17.07483930242762,34.890658591742344,151.36682027516056,21.671728759426088,30.293769134743876,131.42404566594328
Australia,0.852886303,High,TRUE,21.60645885094345,324.63505357112064,13.14026399514035,8.466194855803101,127.20379769390925,13.131403871041664,8.475054979901786,127.33692024218364
