location_name,sdi_value,sdi_group,total_rate,total_deaths,frontier_asmr,efficiency_gap,gap_pct,avoidable_deaths
Italy,0.834438992,High,17.770528995118017,371.0879671422514,14.045885646136188,3.7246433489818287,20.959665016190996,77.77879482840882
Kenya,0.548710797,Low-middle,43.1337523064566,2563.425566797773,39.57629321156977,3.5574590948868305,8.247506661631943,211.4186943876225
Spain,0.811819795,High-middle,18.75204146178069,331.80325174990304,15.252841222425959,3.49920023935473,18.660369573556,61.91571303360831
Honduras,0.520269472,Low-middle,46.394085071084696,561.316457666655,43.12284601799085,3.2712390530938436,7.050983003720567,39.57832802716223
Belgium,0.876976215,High,14.787070909404173,86.70863239064255,12.052542178172974,2.734528731231199,18.49270046775872,16.03476766769154
Luxembourg,0.89475691,High,12.689906101994906,4.308815899637484,11.311968450264017,1.377937651730889,10.85853307861964,0.4678741997589584
Chad,0.239323301,Low,86.58915510055937,3460.774496686694,85.37146480216114,1.2176902983982245,1.4062849983743035,48.66835257446883
Slovenia,0.844865839,High,14.042624160163802,13.398331681451426,13.525800964137757,0.5168231960260457,3.680389008004449,0.4931107264601149
Niger,0.203013134,Low,92.22539299522398,5019.674421780773,92.22539299522397,1.4210854715202004e-14,1.5408830750049425e-14,9.094947017729282e-13
Estonia,0.854860197,High,13.04720456885185,8.843188172291544,13.047204568851843,7.105427357601002e-15,5.445938492115079e-14,5.3290705182007514e-15
Montenegro,0.788565722,High-middle,16.618043095232085,6.118145344613931,16.61804309523209,-3.552713678800501e-15,-2.137865245890364e-14,0
Micronesia (Federated States of),0.596840305,Low-middle,33.8668914658505,3.2164660494914203,33.86689146585051,-7.105427357601002e-15,-2.0980453327893178e-14,0
Cuba,0.694880527,Middle,23.6746860849141,121.83493148042979,23.702639106215702,-0.027953021301602377,-0.11807134929410744,0
Republic of Korea,0.891662727,High,9.700617258433098,132.09235675264145,11.437285357879357,-1.736668099446259,-17.90265560613177,0
Czechia,0.83103434,High,11.421401486593194,64.24342658877164,14.220498333637776,-2.7990968470445825,-24.507472662879877,0
China,0.727553274,High-middle,16.146857591095504,10037.494447976474,20.92247665092149,-4.775619059825985,-29.576151476430883,0
Bosnia and Herzegovina,0.712915296,High-middle,16.858999267125984,23.77569096603541,22.126643458456947,-5.267644191330962,-31.24529580829003,0
Nepal,0.471006784,Low-middle,42.661314238802994,1209.6545386333414,49.5529695125864,-6.891655273783407,-16.154343570398115,0
Solomon Islands,0.45802266,Low-middle,43.73551429237264,49.391919467383374,51.307352748419405,-7.571838456046763,-17.312791626111668,0
Vanuatu,0.47654316,Low-middle,27.22089964193127,11.881775646431086,48.81246061114714,-21.59156096921587,-79.31979197320898,0
